Source,Target,nt_type_banc,layer_mean_pre,layer_mean_post,Weight
AVLP_pr01-2,AVLP_pr01-2,GABA,4.070512821,4.233974359,6
WED_pr02,WED-VLP-1,GABA,3.445512821,3.346153846,6
vpoEN,pC2la,Ach,3.740384615,5.333333333,6
WV-WV-2,B1-5,GABA,3.5,3.147435897,6
AVLP_pr01-2,WED-VLP-1,GABA,4.03525641,3.176282051,6
WED_pr01-1,IPS/WED_pr01,Ach,4.394230769,4.935897436,6
B1-5,B1-3,Ach,2.573717949,2.817307692,6
WED_pr01-1,IPS/WED_pr01,Ach,4.269230769,4.71474359,6
AVLP_pr01-2,AVLP_pr01-2,GABA,4.038461538,3.935897436,6
vpoEN,AVLP_pr36/asp10a-1,Ach,3.740384615,5.58974359,6
WV-WV-2,B1-7,GABA,2.996794872,2.746794872,6
B1-5,AVLP_pr05-1,Ach,4.240384615,4.426282051,6
B1-5,B1-7,Ach,3.451923077,2.358974359,6
AVLP_pr01-2,AVLP_pr02,GABA,3.823717949,4.46474359,5
AVLP_pr36/asp10a-1,AVLP_pr12,Ach,5.625,5.605769231,5
AVLP_pr02,AVLP_pr36/asp10a-1,GABA,3.429487179,5.259615385,5
AVLP_pr02,AVLP_pr02,GABA,4.46474359,3.429487179,5
vpoIN-2,pC2la,GABA,5.173076923,5.955128205,5
AVLP_pr36/asp10a-1,AVLP_pr36/asp10a-1,Ach,5.237179487,5.58974359,5
AVLP_pr36/asp10a-1,AVLP_pr36/asp10a-1,Ach,5.237179487,5.471153846,5
AVLP_pr36/asp10a-1,AVLP_pr36/asp10a-1,Ach,5.237179487,5.448717949,5
A2,WED-VLP-2,Ach,2.317307692,3.336538462,5
WED_pr01-1,WED_pr01-1,Ach,4.394230769,4.16025641,5
WED_pr01-1,IPS/WED_pr01,Ach,4.394230769,5.923076923,5
pMN1,pC2lb,Ach,5.243589744,4.817307692,5
pC2lb,AVLP_pr36/asp10a-1,Ach,5.131410256,5.278846154,5
pC2lb,AVLP_pr36/asp10a-1,Ach,5.131410256,5.490384615,5
vpoEN,pC2la,Ach,3.641025641,5.493589744,5
WED-VLP-2,AVLP_pr22,Ach,3.647435897,4.948717949,5
WED_pr01-1,WED_pr01-1,Ach,4.394230769,4.256410256,5
vpoIN-2,AVLP_pr12,GABA,5.355769231,5.971153846,5
WED-VLP-2,WED-VLP-1,Ach,3.637820513,3.448717949,5
vpoEN,pC2la,Ach,3.625,5.669871795,5
A2,B1-2,Ach,2.317307692,2.477564103,5
AVLP_pr01-2,AVLP_pr22,GABA,3.935897436,4.666666667,5
pMN1,pC2la,Ach,5.243589744,5.240384615,5
pMN1,pC2la,Ach,5.224358974,5.038461538,5
WED-VLP-2,AVLP_pr31,Ach,3.669871795,4.304487179,5
AVLP_pr01-2,AVLP_pr22,GABA,4.0,4.666666667,5
AVLP_pr36/asp10a-1,AVLP_pr12,Ach,5.625,5.782051282,5
WED_pr01-2,WED_pr01-2,Ach,4.301282051,4.397435897,5
pC2lb,AVLP_pr36/asp10a-1,Ach,5.173076923,5.054487179,5
A2,WED-VLP-2,Ach,2.310897436,3.413461538,5
WED_pr02,A1,GABA,3.403846154,3.746794872,5
AVLP_pr01-1,WED-VLP-1,GABA,2.592948718,3.224358974,5
AVLP_pr01-2,AVLP_pr31,GABA,3.823717949,4.307692308,5
A1,WV-WV-3,inconclusive,3.746794872,2.846153846,5
WED-VLP-2,AVLP_pr22,Ach,3.333333333,4.666666667,5
vpoIN-3,AVLP_pr32,GABA,3.926282051,4.846153846,5
WED_pr01-1,IPS/WED_pr01,Ach,4.21474359,5.009615385,5
pC2lb,AVLP_pr36/asp10a-1,Ach,4.830128205,5.182692308,5
AVLP_pr36/asp10a-1,AVLP_pr36/asp10a-1,Ach,5.320512821,5.58974359,5
AVLP_pr36/asp10a-1,AVLP_pr36/asp10a-1,Ach,5.333333333,5.182692308,5
AVLP_pr01-2,pC2lb,GABA,4.038461538,4.830128205,5
WED_pr02,B1-2,GABA,3.201923077,3.105769231,5
WED-VLP-2,AVLP_pr22,Ach,3.333333333,4.814102564,5
AVLP_pr36/asp10a-1,AVLP_pr36/asp10a-1,Ach,5.333333333,5.256410256,5
vpoIN-3,pC2la,GABA,3.926282051,5.333333333,5
WED_pr01-1,IPS/WED_pr01,Ach,4.256410256,5.923076923,5
A1,AVLP/PVLP_pr01-2,inconclusive,3.939102564,4.320512821,5
AVLP_pr36/asp10a-1,AVLP_pr36/asp10a-1,Ach,5.448717949,5.237179487,5
AVLP_pr02,AVLP_pr02,GABA,4.46474359,3.381410256,5
WED_pr01-1,IPS/WED_pr01,Ach,4.394230769,4.71474359,5
WED_pr01-1,IPS/WED_pr01,Ach,4.256410256,5.971153846,5
WED_pr02,B1-2,GABA,3.201923077,3.596153846,5
vpoIN-3,pMN1,GABA,3.926282051,5.224358974,5
AVLP_pr36/asp10a-1,AVLP_pr36/asp10a-1,Ach,5.471153846,5.259615385,5
AVLP_pr36/asp10a-1,AVLP_pr36/asp10a-1,Ach,5.471153846,5.310897436,5
WED_pr02,B1-2,GABA,3.201923077,3.743589744,5
A1,AVLP/PVLP_pr01-2,inconclusive,3.746794872,3.980769231,5
AVLP_pr36/asp10a-1,AVLP_pr36/asp10a-1,Ach,5.58974359,5.259615385,5
vpoEN,AVLP_pr36/asp10a-1,Ach,3.740384615,5.182692308,5
vpoEN,AVLP_pr36/asp10a-1,Ach,3.740384615,5.256410256,5
A1,A1,inconclusive,3.746794872,4.294871795,5
AVLP_pr36/asp10a-1,AVLP_pr36/asp10a-1,Ach,5.320512821,5.278846154,5
pC2lb,AVLP_pr36/asp10a-1,Ach,4.830128205,5.256410256,5
AVLP_pr36/asp10a-1,AVLP_pr36/asp10a-1,Ach,5.310897436,5.625,5
AVLP_pr36/asp10a-1,AVLP_pr36/asp10a-1,Ach,5.310897436,5.471153846,5
WED_pr02,B1-1,GABA,3.147435897,2.092948718,5
AVLP_pr36/asp10a-1,AVLP_pr36/asp10a-1,Ach,5.256410256,5.471153846,5
A1,WV-WV-3,inconclusive,3.730769231,2.846153846,5
AVLP_pr02,AVLP_pr02,GABA,4.179487179,3.429487179,5
vpoIN-2,pC2lc,GABA,5.173076923,5.650641026,5
AVLP_pr02,AVLP_pr02,GABA,3.429487179,3.381410256,5
pC2lb,AVLP_pr36/asp10a-1,Ach,4.929487179,5.237179487,5
pcC2lc,AVLP_pr36/asp10a-1,Ach,5.711538462,5.625,5
pC2la,pC2lb,Ach,5.586538462,4.830128205,5
AVLP_pr01-2,AVLP_pr22,GABA,4.070512821,4.666666667,5
A1,WV-WV-1,inconclusive,3.939102564,3.176282051,5
AVLP_pr36/asp10a-1,AVLP_pr36/asp10a-1,Ach,5.259615385,5.333333333,5
AVLP_pr01-2,AVLP_pr22,GABA,4.233974359,4.903846154,5
pC2lc,vpoIN-2,Ach,5.391025641,5.173076923,5
A1,B1-6,inconclusive,3.823717949,3.125,5
WED-VLP-2,AVLP_pr22,Ach,3.448717949,4.948717949,5
pcC2lc,pMN1,Ach,5.480769231,5.243589744,5
AVLP_pr01-2,vpoIN-2,GABA,3.823717949,5.173076923,5
AVLP_pr36/asp10a-1,AVLP_pr36/asp10a-1,Ach,5.278846154,5.407051282,5
A1,B1-4,inconclusive,3.939102564,3.169871795,5
AVLP_pr01-2,vpoEN,GABA,4.03525641,3.641025641,5
AVLP_pr36/asp10a-1,AVLP_pr36/asp10a-1,Ach,5.278846154,5.573717949,5
A1,B1-4,inconclusive,3.746794872,2.419871795,5
WED-VLP-2,AVLP_pr22,Ach,3.336538462,4.814102564,5
AVLP_pr36/asp10a-1,AVLP_pr36/asp10a-1,Ach,5.310897436,5.429487179,5
WED-VLP-2,WED-VLP-2,Ach,3.333333333,3.423076923,5
WED_pr02,B1-1,GABA,3.243589744,3.935897436,5
AVLP_pr36/asp10a-1,AVLP_pr12,Ach,5.490384615,6.163461538,5
AVLP_pr01-1,AVLP_pr02,GABA,2.621794872,3.439102564,5
AVLP_pr22,AVLP_pr22,Ach,5.150641026,4.948717949,5
pC2lb,pC2la,Ach,4.945512821,5.83974359,5
WED_pr01-1,WED_pr01-1,Ach,4.16025641,4.21474359,5
pC2lb,pC2la,Ach,4.945512821,5.762820513,5
WED-VLP-2,vpoEN,Ach,3.346153846,3.740384615,5
WED_pr01-1,WED_pr01-1,Ach,4.21474359,4.25,5
vpoIN-1,pC2la,GABA,4.564102564,5.333333333,5
WED_pr01-1,WED_pr01-1,Ach,4.25,4.019230769,5
AVLP_pr22,PVLP_pr03-3,Ach,5.150641026,4.855769231,5
WED_pr02,B1-2,GABA,3.573717949,2.663461538,5
AVLP_pr01-1,AVLP_pr01-2,GABA,2.682692308,4.070512821,5
AVLP_pr22,vpoIN-2,Ach,4.814102564,5.173076923,5
AVLP_pr22,vpoIN-3,Ach,4.666666667,3.916666667,5
WED_pr02,B1-2,GABA,3.573717949,3.105769231,5
AVLP_pr01-1,AVLP_pr01-2,GABA,2.682692308,4.038461538,5
vpoIN-1,pC2lb,GABA,4.96474359,4.817307692,5
AVLP_pr01-1,AVLP_pr01-2,GABA,2.628205128,4.217948718,5
vpoEN,pMN1,Ach,3.625,5.243589744,5
vpoIN-1,pC2lb,GABA,4.96474359,4.871794872,5
AVLP_pr23,AVLP_pr02,Ach,3.144230769,3.439102564,5
AVLP_pr23,AVLP_pr05-1,Ach,3.144230769,3.935897436,5
AVLP_pr05-1,AVLP_pr05-1,GABA,4.618589744,4.349358974,5
AVLP_pr01-1,WED-VLP-1,GABA,3.041666667,3.253205128,5
AVLP_pr05-1,AVLP_pr05-1,GABA,4.458333333,4.426282051,5
AVLP_pr01-1,AVLP_pr01-2,GABA,2.628205128,4.0,5
pC2lb,pC2la,Ach,4.929487179,5.038461538,5
AVLP_pr04,AVLP_pr18-2,SER,6.006410256,5.807692308,5
AVLP_pr01-1,WED-VLP-1,GABA,2.628205128,3.134615385,5
AVLP_pr01-1,AVLP_pr02,GABA,2.682692308,4.179487179,5
AVLP_pr01-1,WED-VLP-1,GABA,3.631410256,3.378205128,5
AVLP_pr01-1,AVLP_pr02,GABA,2.996794872,3.75,5
vpoEN,vpoIN-1,Ach,3.746794872,5.596153846,5
AVLP_pr12,AVLP_pr04,Ach,5.971153846,6.006410256,5
vpoEN,vpoIN-3,Ach,3.625,3.926282051,5
vpoIN-1,AVLP_pr12,GABA,4.564102564,5.5,5
vpoIN-1,AVLP_pr12,GABA,5.53525641,5.987179487,5
WED-VLP-2,WV-WV-4,Ach,3.423076923,3.467948718,5
WED-VLP-2,WV-WV-3,Ach,3.560897436,2.846153846,5
AVLP_pr01-1,WED-VLP-1,GABA,2.570512821,3.134615385,5
pC2lb,pC2lb,Ach,4.875,4.945512821,5
AVLP_pr01-1,WED-VLP-1,GABA,2.435897436,3.272435897,5
AVLP_pr12,AVLP_pr12,Ach,5.782051282,5.788461538,5
WED_pr02,B1-2,GABA,3.439102564,3.743589744,5
vpoIN-1,AVLP_pr36/asp10a-1,GABA,5.53525641,5.333333333,5
vpoIN-1,pC1d,GABA,4.96474359,5.891025641,5
AVLP_pr01-1,WED-VLP-1,GABA,2.621794872,3.134615385,5
AVLP_pr01-1,WED-VLP-1,GABA,2.621794872,3.246794872,5
AVLP_pr11,AVLP_pr04,Ach,5.810897436,6.006410256,5
WED-VLP-2,WED_pr02,Ach,3.413461538,3.096153846,5
vpoIN-1,pC1d,GABA,5.596153846,5.689102564,5
AVLP_pr12,AVLP_pr12,Ach,6.105769231,5.782051282,5
AVLP_pr12,AVLP_pr12,Ach,6.105769231,6.163461538,5
AVLP_pr12,pC1d,Ach,6.115384615,5.689102564,5
AVLP_pr01-1,AVLP_pr23,GABA,2.435897436,3.240384615,5
WED_pr01-1,WED_pr01-1,Ach,4.038461538,4.394230769,5
AVLP_pr18-1,AVLP_pr18-2,Inconclusive,5.673076923,5.807692308,5
AVLP_pr22,AVLP_pr22,Ach,4.666666667,4.903846154,5
AVLP_pr01-1,AVLP_pr02,GABA,3.041666667,4.46474359,5
AVLP_pr23,AVLP_pr05-1,Ach,3.240384615,4.060897436,5
AVLP_pr01-1,AVLP_pr01-2,GABA,2.570512821,4.0,5
AVLP_pr02,pC1d,GABA,3.75,5.689102564,5
AVLP_pr32,vpoEN,Ach,4.647435897,3.740384615,5
A2,WV-WV-3,Ach,2.291666667,2.326923077,5
A2,WV-WV-2,Ach,2.317307692,3.5,5
A2,WV-WV-2,Ach,2.298076923,3.724358974,5
AVLP_pr01-2,AVLP_pr01-2,GABA,4.03525641,4.0,5
WED_pr02,B1-3,GABA,3.317307692,2.817307692,5
A2,WV-WV-1,Ach,2.291666667,3.176282051,5
AVLP_pr36/asp10a-1,AVLP_pr12,Ach,5.256410256,5.615384615,5
pC2lb,pMN2,Ach,4.871794872,5.391025641,5
A2,WED_pr02,Ach,2.317307692,3.096153846,5
vpoEN,pC2lb,Ach,3.625,5.131410256,5
AVLP_pr36/asp10a-1,AVLP_pr12,Ach,5.310897436,5.605769231,5
WED_pr02,B1-1,GABA,3.243589744,4.240384615,5
WED_pr01-1,IPS/WED_pr01,Ach,4.083333333,5.256410256,5
A2,WED_pr02,Ach,2.310897436,3.147435897,5
A2,WED_pr02,Ach,2.298076923,3.147435897,5
WED_pr01-1,IPS/WED_pr01,Ach,4.115384615,5.256410256,5
AVLP_pr02,pC2la,GABA,4.179487179,5.333333333,5
pC2lb,AVLP_pr36/asp10a-1,Ach,5.173076923,5.471153846,5
WED_pr01-1,IPS_pr01-1,Ach,4.019230769,4.759615385,5
AVLP_pr36/asp10a-1,AVLP_pr12,Ach,5.490384615,5.778846154,5
pC2lb,vpoEN,Ach,5.131410256,3.641025641,5
AVLP_pr02,pC2la,GABA,3.75,5.333333333,5
pC2lb,AVLP_pr36/asp10a-1,Ach,5.173076923,5.333333333,5
AVLP_pr02,pC1d,GABA,4.46474359,5.689102564,5
AVLP_pr36/asp10a-1,AVLP_pr12,Ach,5.490384615,5.788461538,5
WED_pr01-1,IPS/WED_pr01,Ach,4.16025641,4.935897436,5
AVLP_pr36/asp10a-1,AVLP_pr12,Ach,5.490384615,5.865384615,5
AVLP_pr36/asp10a-1,AVLP_pr04,Ach,5.573717949,5.711538462,5
AVLP_pr01-2,AVLP_pr01-2,GABA,3.935897436,4.038461538,5
AVLP_pr23,WED_pr02,Ach,3.240384615,3.096153846,5
AVLP_pr02,pC2lb,GABA,3.75,4.871794872,5
WED-VLP-2,WED-VLP-2,Ach,3.637820513,3.669871795,5
AVLP_pr04,AVLP_pr12,SER,5.711538462,5.932692308,5
pC2lb,pC2la,Ach,4.871794872,5.333333333,5
AVLP_pr31,AVLP_pr32,Ach,4.352564103,4.548076923,5
AVLP_pr31,AVLP_pr36/asp10a-1,Ach,4.358974359,5.429487179,5
WED-VLP-2,WED-VLP-2,Ach,3.423076923,3.346153846,5
WED_pr01-1,SAD_pr02,Ach,4.269230769,3.096153846,5
AVLP_pr32,AVLP_pr31,Ach,4.548076923,4.352564103,5
vpoIN-1,pC2lb,GABA,5.073717949,5.173076923,5
AVLP_pr01-1,WV-WV-1,GABA,2.628205128,3.176282051,5
WED_pr02,B1-1,GABA,3.403846154,2.108974359,5
AVLP_pr32,pC2lb,Ach,4.647435897,4.929487179,5
AVLP_pr01-1,vpoIN-2,GABA,2.996794872,5.173076923,5
pC2lb,pC2la,Ach,4.817307692,5.240384615,5
pC2lb,pC1e,Ach,4.875,6.144230769,5
AVLP_pr02,pC2lb,GABA,4.46474359,4.929487179,5
AVLP_pr01-1,vpoIN-3,GABA,2.628205128,3.916666667,5
WED_pr01-1,WED_pr01-1,Ach,4.256410256,4.16025641,5
AVLP_pr01-1,vpoIN-3,GABA,3.041666667,3.916666667,5
WED_pr01-1,IPS_pr01-1,Ach,4.083333333,4.705128205,5
AVLP_pr01-2,AVLP_pr01-2,GABA,3.823717949,4.03525641,5
pC2lb,PVLP_pr03-2,Ach,5.131410256,5.778846154,5
A2,WV-WV-3,Ach,2.310897436,2.53525641,5
WED_pr01-1,IPS/WED_pr01,Ach,4.038461538,4.71474359,5
vpoIN-1,pC2lb,GABA,5.596153846,4.929487179,5
AVLP_pr02,pC2lb,GABA,3.75,4.875,5
A2,WV-WV-3,Ach,2.291666667,2.778846154,5
pC2lb,pC2la,Ach,4.929487179,5.673076923,5
B1-u,WED_pr01-1,Ach,6.506410256,4.394230769,5
pC2la,pC2lb,Ach,5.240384615,5.173076923,5
WED_pr02,WED-VLP-1,GABA,3.403846154,3.246794872,5
B1-5,B1-5,Ach,3.147435897,3.240384615,5
SAD_pr01,B1-3,GABA,2.384615385,2.541666667,5
B1-5,B1-5,Ach,3.147435897,2.573717949,5
WV-WV-1,WED_pr02,GABA,2.631410256,3.096153846,5
WV-WV-1,WED_pr02,GABA,2.631410256,3.201923077,5
SAD_pr02,A2,GABA,2.621794872,2.291666667,5
WV-WV-1,WED_pr02,GABA,2.631410256,3.573717949,5
B1-5,B1-5,Ach,3.051282051,3.365384615,5
WED_pr02,WED-VLP-2,GABA,3.243589744,3.346153846,5
B1-5,B1-5,Ach,3.051282051,2.573717949,5
B1-5,B1-5,Ach,3.048076923,3.381410256,5
B1-5,B1-5,Ach,3.048076923,3.176282051,5
B1-5,B1-5,Ach,3.048076923,3.147435897,5
B1-5,B1-5,Ach,3.028846154,2.939102564,5
B1-5,B1-5,Ach,2.887820513,3.028846154,5
B1-5,B1-5,Ach,2.573717949,2.887820513,5
B1-5,B1-4,Ach,4.240384615,2.884615385,5
SAD_pr02,AVLP_pr23,GABA,3.022435897,3.240384615,5
SAD_pr02,B1-1,GABA,2.987179487,2.179487179,5
B1-5,B1-3,Ach,2.573717949,2.483974359,5
B1-5,AVLP_pr05-1,Ach,3.615384615,4.365384615,5
B1-5,AVLP_pr05-1,Ach,3.240384615,4.365384615,5
B1-5,AVLP_pr05-1,Ach,2.929487179,4.426282051,5
B1-5,B1-5,Ach,3.176282051,3.048076923,5
B1-5,B1-5,Ach,3.240384615,3.365384615,5
B1-5,B1-5,Ach,3.365384615,3.051282051,5
B1-5,SAD_pr02,Ach,2.929487179,4.070512821,5
PVLP_pr03-3,A1,GABA,4.657051282,3.730769231,5
B1-5,WED_pr01-1,Ach,2.929487179,4.16025641,5
B1-5,WED_pr01-1,Ach,2.887820513,4.083333333,5
WED_pr02,WED_pr02,GABA,3.317307692,3.096153846,5
B1-5,WED_pr01-1,Ach,2.445512821,4.269230769,5
B1-5,SAD_pr02,Ach,4.240384615,4.070512821,5
B1-5,SAD_pr02,Ach,4.240384615,2.352564103,5
WED_pr02,WED_pr02,GABA,3.147435897,3.403846154,5
PVLP_pr03-3,AVLP_pr31,GABA,4.657051282,4.298076923,5
B1-5,SAD_pr02,Ach,3.028846154,4.070512821,5
B1-5,SAD_pr02,Ach,2.573717949,2.352564103,5
B1-5,B1-5,Ach,3.381410256,3.365384615,5
B1-5,SAD_pr02,Ach,2.445512821,2.637820513,5
B1-5,GF,Ach,3.134615385,3.179487179,5
B1-5,B1-u,Ach,3.028846154,2.272435897,5
B1-5,B1-u,Ach,2.445512821,3.349358974,5
B1-5,B1-7,Ach,2.637820513,2.269230769,5
B1-5,B1-7,Ach,2.445512821,4.141025641,5
PVLP_pr03-3,WED_pr01-1,GABA,4.657051282,4.16025641,5
PVLP_pr03-3,pC2la,GABA,4.657051282,5.762820513,5
B1-5,B1-6,Ach,3.496794872,3.125,5
SAD_pr01,A1,GABA,2.320512821,3.730769231,5
SAD_pr02,B1-2,GABA,3.602564103,2.423076923,5
B1-5,AVLP_pr04,Ach,3.051282051,6.006410256,5
SAD_pr02,B1-3,GABA,2.987179487,2.653846154,5
B1-4,B1-5,Ach,3.169871795,3.451923077,5
WV-WV-2,WED_pr02,GABA,2.996794872,3.5,5
B1-4,SAD_pr02,Ach,2.743589744,3.051282051,5
B1-4,SAD_pr02,Ach,2.708333333,2.352564103,5
WV-WV-2,WED_pr02,GABA,3.355769231,3.096153846,5
B1-4,SAD_pr02,Ach,2.560897436,3.051282051,5
B1-4,SAD_pr02,Ach,2.426282051,2.352564103,5
B1-4,IPS_pr01-1,Ach,2.782051282,4.41025641,5
B1-4,GF,Ach,2.884615385,3.467948718,5
WED_pr02,WED-VLP-1,GABA,3.403846154,3.346153846,5
B1-4,B1-7,Ach,2.743589744,2.208333333,5
B1-4,B1-5,Ach,2.753205128,2.637820513,5
WV-WV-2,WED_pr01-1,GABA,3.5,4.019230769,5
B1-4,B1-5,Ach,2.743589744,3.051282051,5
B1-4,B1-5,Ach,2.666666667,3.147435897,5
B1-4,B1-5,Ach,2.560897436,3.134615385,5
WED_pr02,WED-VLP-1,GABA,3.403846154,3.272435897,5
B1-4,B1-4,Ach,2.666666667,3.163461538,5
B1-4,B1-4,Ach,2.58974359,2.708333333,5
B1-4,B1-4,Ach,2.560897436,2.419871795,5
B1-4,B1-4,Ach,2.426282051,2.753205128,5
B1-4,B1-3,Ach,3.163461538,2.833333333,5
WED_pr02,WED-VLP-1,GABA,3.403846154,3.256410256,5
WED_pr02,WED-VLP-1,GABA,3.445512821,3.137820513,5
SAD_pr02,B1-5,GABA,3.830128205,2.939102564,5
WED_pr02,WED-VLP-2,GABA,3.128205128,3.669871795,5
WV-WV-2,B1-3,GABA,3.355769231,2.717948718,5
B1-4,WV-WV-3,Ach,3.169871795,2.326923077,5
WV-WV-1,WV-WV-3,GABA,2.326923077,2.846153846,5
B1-4,WV-WV-3,Ach,2.884615385,2.846153846,5
SAD_pr02,B1-3,GABA,3.323717949,2.541666667,5
WV-WV-1,vpoEN,GABA,2.631410256,3.625,5
WV-WV-1,vpoEN,GABA,3.176282051,3.625,5
SAD_pr02,B1-3,GABA,3.830128205,2.817307692,5
B1-4,WV-WV-3,Ach,2.708333333,2.326923077,5
WV-WV-2,AVLP_pr23,GABA,2.996794872,3.144230769,5
WV-WV-2,AVLP_pr23,GABA,3.394230769,3.240384615,5
WV-WV-2,B1-3,GABA,3.394230769,2.833333333,5
WED_pr02,WED-VLP-1,GABA,3.445512821,3.310897436,5
WV-WV-2,B1-3,GABA,3.544871795,2.653846154,5
WV-WV-2,B1-5,GABA,3.394230769,3.365384615,5
B1-4,WV-WV-2,Ach,2.743589744,2.996794872,5
B1-4,WV-WV-2,Ach,2.58974359,2.996794872,5
WV-WV-2,B1-7,GABA,2.996794872,2.358974359,5
SAD_pr02,B1-3,GABA,4.192307692,2.509615385,5
WV-WV-2,SAD_pr02,GABA,3.355769231,3.830128205,5
WV-WV-2,SAD_pr02,GABA,3.5,4.070512821,5
WED_pr02,WED-VLP-1,GABA,3.573717949,3.259615385,5
B1-4,WED_pr01-1,Ach,2.666666667,4.16025641,5
PVLP_pr03-2,pC2la,GABA,5.778846154,5.038461538,5
B1-5,WED_pr01-1,Ach,3.176282051,4.16025641,5
B1-5,WED_pr01-1,Ach,3.176282051,4.25,5
WED_pr02,WV-WV-2,GABA,3.564102564,3.394230769,5
B1-u,B1-1,Ach,2.230769231,2.108974359,5
B2,B2,GABA,2.644230769,2.298076923,5
GF,AVLP/PVLP_pr01-2,Inconclusive,3.179487179,3.980769231,5
B1-7,WED_pr02,Ach,3.516025641,3.573717949,5
B1-7,WED_pr02,Ach,2.451923077,3.378205128,5
B1-7,WED_pr01-1,Ach,4.782051282,4.083333333,5
GF,B1-4,Inconclusive,3.179487179,2.58974359,5
B1-7,WED_pr01-1,Ach,2.756410256,4.394230769,5
B1-7,WED_pr01-1,Ach,2.358974359,4.269230769,5
B1-7,SAD_pr02,Ach,4.782051282,3.022435897,5
WED_pr02,WV-WV-2,GABA,3.573717949,3.394230769,5
WED_pr02,WED_pr02,GABA,3.573717949,3.201923077,5
B1-7,IPS_pr01-1,Ach,2.746794872,4.416666667,5
B1-7,B1-7,Ach,2.637820513,2.746794872,5
B1-7,B1-7,Ach,2.637820513,2.269230769,5
B1-7,B1-7,Ach,2.451923077,2.487179487,5
GNG_pr01-1,A1,GABA,5.375,3.746794872,5
B1-7,AVLP_pr05-1,Ach,4.782051282,4.426282051,5
B1-6,aPN3,Ach,3.185897436,4.974358974,5
WED_pr02,WV-WV-4,GABA,3.403846154,2.987179487,5
B1-6,aPN2,Ach,4.708333333,3.532051282,5
GNG_pr01-1,AVLP_pr04,GABA,4.676282051,6.006410256,5
B1-u,B1-1,Ach,4.189102564,5.0,5
B1-u,B1-2,Ach,2.185897436,2.448717949,5
GNG_pr01-1,AVLP_pr04,GABA,5.009615385,5.711538462,5
B1-u,B1-u,Ach,4.189102564,3.201923077,5
WED_pr02,WV-WV-1,GABA,3.362179487,2.326923077,5
B1-u,WED_pr01-1,Ach,3.349358974,4.019230769,5
B1-u,WED-VLP-1,Ach,4.092948718,3.310897436,5
B1-u,WV-WV-2,Ach,2.185897436,3.394230769,5
WED_pr02,WV-WV-2,GABA,3.096153846,3.724358974,5
WED_pr02,WV-WV-2,GABA,3.147435897,2.996794872,5
WED_pr02,WV-WV-2,GABA,3.147435897,3.724358974,5
WED_pr02,WV-WV-2,GABA,3.201923077,3.355769231,5
WED_pr02,WV-WV-2,GABA,3.201923077,3.5,5
B2,B1-7,GABA,2.298076923,2.208333333,5
B1-u,B1-u,Ach,4.092948718,2.185897436,5
B2,B2,GABA,2.21474359,2.150641026,5
B1-u,B1-u,Ach,3.201923077,4.092948718,5
WED_pr02,WV-WV-2,GABA,3.362179487,3.5,5
B1-u,B1-5,Ach,2.381410256,3.365384615,5
B1-u,B1-5,Ach,2.381410256,3.147435897,5
B2,B2,GABA,2.150641026,2.21474359,5
B1-u,B1-3,Ach,3.201923077,3.256410256,5
WED_pr02,WV-WV-2,GABA,3.397435897,3.355769231,5
B1-u,B1-2,Ach,4.189102564,3.903846154,5
B1-u,B1-2,Ach,4.189102564,3.596153846,5
B1-u,B1-2,Ach,4.189102564,3.105769231,5
WED_pr02,vpoEN,GABA,3.096153846,3.740384615,5
GNG_pr01-1,AVLP_pr23,GABA,5.375,3.240384615,5
B1-5,WED_pr01-1,Ach,3.451923077,4.16025641,5
B1-5,WED_pr02,Ach,3.615384615,3.516025641,5
WV-WV-1,SAD_pr02,GABA,2.326923077,4.048076923,5
WV-WV-1,SAD_pr02,GABA,2.631410256,2.147435897,5
IPS_pr01-2,WED_pr01-1,GABA,2.724358974,4.269230769,5
B1-5,WV-WV-2,Ach,3.147435897,2.996794872,5
IPS_pr01-2,WED_pr01-2,GABA,3.019230769,4.397435897,5
B1-5,WV-WV-2,Ach,2.939102564,3.724358974,5
IPS_pr02,B1-6,GABA,3.403846154,5.054487179,5
B1-5,WV-WV-2,Ach,2.833333333,3.544871795,5
B1-5,WED_pr02,Ach,3.615384615,3.608974359,5
B1-5,WED_pr02,Ach,3.615384615,3.564102564,5
B1-5,WED_pr02,Ach,3.477564103,3.564102564,5
B1-6,A1,Ach,3.185897436,3.939102564,5
B1-5,WED_pr02,Ach,3.477564103,3.541666667,5
WED_pr02,WED_pr02,GABA,3.378205128,3.128205128,5
PVLP_pr03-1,PVLP_pr03-1,GABA,6.192307692,6.243589744,5
WV-WV-1,WED-VLP-1,GABA,2.631410256,3.137820513,5
B1-5,WED_pr02,Ach,3.141025641,3.362179487,5
B1-5,WED_pr02,Ach,3.134615385,3.378205128,5
PVLP_pr03-1,PVLP_pr03-1,GABA,6.227564103,6.096153846,5
B1-5,WED_pr02,Ach,3.028846154,3.378205128,5
PVLP_pr03-1,PVLP_pr03-1,GABA,6.243589744,6.096153846,5
PVLP_pr03-1,PVLP_pr03-1,GABA,6.320512821,6.227564103,5
WV-WV-1,B1-2,GABA,3.176282051,2.246794872,5
WED_pr02,WED_pr02,GABA,3.403846154,3.096153846,5
B1-6,WV-WV-3,Ach,3.141025641,2.326923077,5
WV-WV-1,A2,GABA,2.631410256,2.298076923,5
