Source,Target,nt_type_banc,layer_mean_pre,layer_mean_post,Weight
WED-VLP-2,AVLP_pr01-2,Ach,3.669871795,4.03525641,56
WV-WV-3,B1-4,GABA,2.53525641,2.426282051,56
B1-1,WED-VLP-1,Ach,5.0,3.272435897,56
B1-2,AVLP_pr23,Ach,2.387820513,3.144230769,56
B1-4,A1,Ach,2.743589744,4.294871795,56
pC2la,pMN1,Ach,5.586538462,5.224358974,56
WV-WV-2,WED_pr02,GABA,3.394230769,3.362179487,56
WED_pr02,WV-WV-1,GABA,3.445512821,3.176282051,56
vpoEN,pC2lb,Ach,3.625,4.871794872,56
B1-u,WED-VLP-2,Ach,2.185897436,3.413461538,56
WV-WV-1,WED-VLP-1,GABA,3.176282051,3.224358974,55
WV-WV-1,WED_pr02,GABA,3.176282051,3.362179487,55
pC2lb,pC2lb,Ach,4.871794872,5.131410256,55
pC2lb,pC2lb,Ach,4.871794872,4.929487179,55
B1-1,WED-VLP-1,Ach,2.108974359,3.256410256,55
A2,WED-VLP-1,Ach,2.317307692,3.224358974,55
WED-VLP-2,AVLP_pr01-2,Ach,3.333333333,4.038461538,55
B1-3,WED_pr02,Ach,2.717948718,3.317307692,55
B1-2,WV-WV-2,Ach,2.448717949,3.394230769,55
B1-5,WED_pr02,Ach,2.887820513,3.564102564,55
B1-2,WED-VLP-2,Ach,2.298076923,3.333333333,55
AVLP_pr01-1,vpoEN,GABA,2.435897436,3.740384615,55
WV-WV-1,WED-VLP-2,GABA,3.176282051,3.637820513,55
AVLP_pr01-1,vpoEN,GABA,2.996794872,3.641025641,54
WED-VLP-2,WED_pr02,Ach,3.346153846,3.403846154,54
B1-5,WED_pr01-1,Ach,3.381410256,4.083333333,54
WV-WV-3,A1,GABA,2.53525641,3.730769231,54
WED_pr02,B1-5,GABA,3.362179487,2.573717949,54
B1-6,aPN3,Ach,5.067307692,5.051282051,54
WED_pr02,B1-5,GABA,3.516025641,2.573717949,54
B1-u,WV-WV-1,Ach,2.230769231,3.176282051,54
pC2la,pMN1,Ach,5.673076923,5.243589744,54
WED-VLP-1,AVLP_pr01-1,Ach,3.310897436,2.996794872,54
WV-WV-1,WED-VLP-1,GABA,2.326923077,3.378205128,54
pC2la,pMN1,Ach,5.240384615,5.243589744,54
B1-2,WED_pr02,Ach,2.423076923,3.147435897,54
B1-1,WV-WV-1,Ach,2.169871795,2.631410256,54
WV-WV-3,A2,GABA,2.53525641,2.291666667,53
WV-WV-2,WED_pr02,GABA,3.355769231,3.362179487,53
B1-2,WV-WV-2,Ach,2.477564103,2.996794872,53
B1-1,WED-VLP-1,Ach,2.169871795,3.310897436,53
B1-5,WED_pr02,Ach,2.573717949,3.541666667,53
B1-3,WV-WV-2,Ach,2.509615385,2.996794872,53
WED-VLP-2,WV-WV-1,Ach,3.346153846,3.176282051,53
B2,B1-7,GABA,2.634615385,2.756410256,53
B1-4,WV-WV-3,Ach,2.560897436,2.326923077,53
pC2lb,pMN1,Ach,4.875,5.224358974,53
WED-VLP-1,vpoIN-3,Ach,3.314102564,3.926282051,53
AVLP_pr23,AVLP_pr23,Ach,3.240384615,3.144230769,53
WED-VLP-1,AVLP_pr01-2,Ach,3.310897436,3.935897436,53
SAD_pr02,WV-WV-3,GABA,2.147435897,2.326923077,53
WV-WV-2,WED_pr02,GABA,3.724358974,3.541666667,53
WED_pr02,A2,GABA,3.378205128,2.298076923,53
B1-5,WED_pr02,Ach,2.939102564,3.378205128,53
A2,AVLP_pr23,Ach,2.310897436,3.240384615,53
B1-1,WED-VLP-1,Ach,3.935897436,3.256410256,53
A2,WED-VLP-1,Ach,2.310897436,3.314102564,53
WV-WV-2,WED_pr02,GABA,3.394230769,3.439102564,53
B1-1,WED-VLP-1,Ach,3.830128205,3.314102564,53
WV-WV-1,WED-VLP-1,GABA,3.176282051,3.246794872,52
WV-WV-2,WV-WV-2,GABA,3.5,3.355769231,52
WV-WV-2,WED_pr02,GABA,3.724358974,3.564102564,52
WED_pr02,WED_pr02,GABA,3.564102564,3.362179487,52
WV-WV-1,WED_pr02,GABA,3.176282051,3.147435897,52
B2,B1-5,GABA,2.644230769,3.028846154,52
A2,WED-VLP-1,Ach,2.298076923,3.262820513,52
B1-3,WED_pr02,Ach,3.256410256,3.362179487,52
B1-1,WV-WV-1,Ach,2.092948718,2.631410256,52
AVLP_pr01-1,vpoEN,GABA,2.621794872,3.641025641,52
B1-2,WED-VLP-2,Ach,3.586538462,3.637820513,52
B1-2,WV-WV-2,Ach,2.423076923,2.996794872,51
WED-VLP-1,AVLP_pr01-2,Ach,3.310897436,4.03525641,51
AVLP_pr01-1,vpoEN,GABA,2.628205128,3.746794872,51
B1-5,SAD_pr02,Ach,2.929487179,3.051282051,51
pC2lb,pMN1,Ach,4.871794872,5.243589744,51
WED_pr02,WED_pr02,GABA,3.608974359,3.362179487,51
B1-1,WV-WV-1,Ach,2.108974359,2.631410256,51
B1-u,WED-VLP-2,Ach,3.201923077,3.336538462,51
AVLP_pr23,AVLP/PVLP_pr01-2,Ach,3.144230769,4.320512821,51
WED_pr02,B1-2,GABA,3.445512821,2.477564103,51
WV-WV-3,WV-WV-3,GABA,2.41025641,2.326923077,51
vpoEN,pMN2,Ach,3.746794872,5.314102564,51
A2,WV-WV-4,Ach,2.298076923,2.987179487,51
WV-WV-3,A1,GABA,3.048076923,3.939102564,51
B1-u,WV-WV-1,Ach,2.185897436,2.631410256,51
WED-VLP-1,AVLP_pr01-2,Ach,3.272435897,3.935897436,51
vpoIN-1,pMN2,GABA,4.564102564,5.314102564,51
B1-3,WV-WV-2,Ach,2.653846154,3.5,51
B1-3,WED_pr02,Ach,2.483974359,3.516025641,51
WED_pr02,WED_pr02,GABA,3.362179487,3.564102564,50
WV-WV-3,WV-WV-3,GABA,2.41025641,2.78525641,50
B1-6,aPN3,Ach,5.054487179,5.096153846,50
WED-VLP-1,AVLP_pr01-2,Ach,3.448717949,3.823717949,50
WED_pr02,WED_pr02,GABA,3.564102564,3.608974359,50
WED_pr02,B1-3,GABA,3.378205128,2.653846154,50
WED_pr02,WV-WV-2,GABA,3.516025641,3.724358974,50
B1-2,WV-WV-2,Ach,2.387820513,3.394230769,50
WED_pr02,B1-3,GABA,3.378205128,2.509615385,50
WED-VLP-2,WV-WV-1,Ach,3.448717949,3.176282051,50
WED_pr02,WV-WV-1,GABA,3.378205128,2.631410256,50
B1-1,WV-WV-1,Ach,2.060897436,2.631410256,50
WED_pr02,GF,GABA,3.378205128,3.179487179,50
B1-2,AVLP_pr23,Ach,2.477564103,3.240384615,50
WED-VLP-2,AVLP_pr01-2,Ach,3.448717949,4.0,50
A2,AVLP_pr01-1,Ach,2.317307692,2.621794872,50
A2,AVLP_pr01-1,Ach,2.310897436,2.621794872,50
WED-VLP-2,AVLP_pr01-2,Ach,3.669871795,4.0,50
WV-WV-1,WED-VLP-1,GABA,2.326923077,3.259615385,50
WED_pr02,A2,GABA,3.128205128,2.291666667,49
B1-1,WED_pr02,Ach,2.141025641,3.147435897,49
vpoEN,pC2lb,Ach,3.641025641,4.817307692,49
pMN2,pC1d,Ach,5.391025641,5.891025641,49
B1-4,A1,Ach,3.163461538,3.939102564,49
B1-1,WV-WV-1,Ach,3.830128205,2.631410256,49
WED_pr02,A2,GABA,3.096153846,2.310897436,49
WED-VLP-2,WED_pr02,Ach,3.336538462,3.243589744,49
B1-u,WV-WV-3,Ach,2.5,2.53525641,49
AVLP_pr01-1,vpoEN,GABA,2.621794872,3.746794872,49
B1-4,GF,Ach,2.753205128,3.179487179,49
B1-2,WED_pr02,Ach,2.663461538,3.573717949,49
WV-WV-2,WED_pr02,GABA,3.355769231,3.317307692,49
B2,B1-2,GABA,2.634615385,2.435897436,49
B1-3,WV-WV-2,Ach,2.541666667,2.996794872,49
AVLP_pr01-1,WV-WV-1,GABA,2.621794872,2.631410256,49
WV-WV-2,WED_pr02,GABA,3.394230769,3.397435897,49
B1-3,WV-WV-2,Ach,2.717948718,2.996794872,49
WED-VLP-2,WED_pr02,Ach,3.413461538,3.243589744,49
A2,WED-VLP-1,Ach,2.298076923,3.314102564,49
B1-5,WED_pr01-1,Ach,3.365384615,4.25,49
SAD_pr02,WV-WV-3,GABA,2.211538462,2.326923077,48
WED-VLP-1,AVLP_pr01-2,Ach,3.336538462,4.038461538,48
WV-WV-1,WED_pr02,GABA,3.176282051,3.5,48
WED_pr02,B1-2,GABA,3.096153846,2.423076923,48
WV-WV-3,SAD_pr01,GABA,2.41025641,2.320512821,48
B1-u,WED-VLP-2,Ach,4.092948718,3.637820513,48
pC2lb,pMN1,Ach,4.817307692,5.243589744,48
B1-u,WED-VLP-2,Ach,3.201923077,3.647435897,48
B1-2,WV-WV-1,Ach,3.240384615,3.176282051,48
pC2lb,pMN1,Ach,4.945512821,5.224358974,48
WED_pr02,WED_pr02,GABA,3.378205128,3.5,48
B1-1,WED-VLP-1,Ach,5.0,3.314102564,48
WV-WV-3,A1,GABA,2.53525641,3.746794872,48
B1-2,WED-VLP-2,Ach,3.105769231,3.560897436,48
A2,WV-WV-4,Ach,2.298076923,3.467948718,48
B1-3,WV-WV-2,Ach,2.653846154,2.996794872,48
B1-5,WED_pr01-1,Ach,3.051282051,4.019230769,48
B1-1,WED-VLP-2,Ach,2.179487179,3.413461538,48
WED_pr02,A2,GABA,3.243589744,2.310897436,48
PVLP_pr03-3,GF,GABA,5.099358974,3.467948718,47
B1-2,WED_pr02,Ach,2.246794872,3.147435897,47
B1-2,WED-VLP-2,Ach,3.378205128,3.647435897,47
B1-3,WV-WV-2,Ach,2.653846154,3.355769231,47
B1-2,WV-WV-2,Ach,2.435897436,2.996794872,47
pMN2,pC1d,Ach,5.314102564,5.689102564,47
B1-2,WED-VLP-2,Ach,2.423076923,3.336538462,47
WED_pr02,WED_pr02,GABA,3.378205128,3.541666667,47
B2,B1-3,GABA,2.644230769,2.541666667,47
WV-WV-1,WED-VLP-1,GABA,3.176282051,3.346153846,47
B1-2,WV-WV-2,Ach,3.596153846,3.394230769,47
B2,B1-4,GABA,2.150641026,2.743589744,47
WED-VLP-1,AVLP_pr01-2,Ach,3.272435897,4.03525641,47
B1-6,IPS_pr01-1,Ach,4.708333333,4.41025641,47
B1-6,aPN3,Ach,5.054487179,5.038461538,47
WV-WV-2,WED_pr02,GABA,3.394230769,3.445512821,47
B1-5,WED_pr01-1,Ach,3.028846154,4.083333333,47
B1-6,aPN3,Ach,5.054487179,5.147435897,47
B2,B1-u,GABA,2.727564103,2.230769231,47
B1-1,WED_pr02,Ach,2.179487179,3.147435897,47
WED_pr02,WV-WV-2,GABA,3.445512821,3.544871795,47
WV-WV-2,WED_pr02,GABA,3.355769231,3.445512821,47
WV-WV-1,WED_pr02,GABA,3.176282051,3.243589744,47
pC2la,pMN1,Ach,5.669871795,5.224358974,47
B1-2,WED_pr02,Ach,3.903846154,3.403846154,46
B1-2,WED_pr02,Ach,3.743589744,3.403846154,46
WED_pr02,WV-WV-1,GABA,3.096153846,3.176282051,46
WED-VLP-2,AVLP_pr01-2,Ach,3.637820513,4.0,46
A2,AVLP_pr23,Ach,2.317307692,3.144230769,46
vpoEN,pC2lb,Ach,3.746794872,4.817307692,46
WED-VLP-2,AVLP_pr01-2,Ach,3.336538462,4.038461538,46
B1-2,WV-WV-2,Ach,2.423076923,3.394230769,46
WV-WV-1,WED-VLP-2,GABA,3.176282051,3.413461538,46
WED-VLP-1,AVLP_pr01-2,Ach,3.314102564,3.823717949,46
A2,WED-VLP-1,Ach,2.298076923,3.176282051,46
B1-5,WED_pr01-1,Ach,3.477564103,4.083333333,46
WED_pr02,B1-3,GABA,3.445512821,2.509615385,46
B1-1,WED-VLP-1,Ach,5.0,3.134615385,46
B1-5,SAD_pr02,Ach,2.445512821,3.022435897,46
WED_pr02,A2,GABA,3.201923077,2.291666667,46
WV-WV-1,AVLP_pr01-1,GABA,2.326923077,2.996794872,46
vpoEN,pC2lb,Ach,3.746794872,4.945512821,46
AVLP_pr01-1,vpoEN,GABA,2.570512821,3.746794872,46
AVLP_pr23,AVLP/PVLP_pr01-2,Ach,3.144230769,3.980769231,46
vpoIN-1,pMN2,GABA,5.78525641,5.314102564,46
B1-u,WED_pr02,Ach,3.201923077,3.128205128,46
A2,WED-VLP-1,Ach,2.291666667,3.314102564,46
WED_pr02,B1-2,GABA,3.403846154,2.435897436,45
WED-VLP-2,WED_pr02,Ach,3.448717949,3.378205128,45
A2,WED-VLP-1,Ach,2.317307692,3.256410256,45
B1-1,WED-VLP-1,Ach,3.935897436,3.253205128,45
WED-VLP-2,WED_pr02,Ach,3.448717949,3.201923077,45
B1-4,GF,Ach,2.58974359,3.179487179,45
WED-VLP-2,AVLP_pr01-2,Ach,3.560897436,4.0,45
WED-VLP-2,AVLP_pr01-2,Ach,3.413461538,4.038461538,45
B2,B1-7,GABA,2.150641026,3.150641026,45
WED-VLP-2,WED_pr02,Ach,3.669871795,3.378205128,45
WED_pr02,WED-VLP-1,GABA,3.243589744,3.314102564,45
WV-WV-1,WED-VLP-1,GABA,2.631410256,3.224358974,45
WED_pr02,WV-WV-4,GABA,3.403846154,3.467948718,45
WED_pr02,WV-WV-1,GABA,3.096153846,2.631410256,45
B1-2,WV-WV-2,Ach,2.477564103,3.5,45
B1-2,WV-WV-2,Ach,2.298076923,3.355769231,45
B1-2,WV-WV-2,Ach,2.298076923,2.996794872,45
B1-3,WED_pr02,Ach,2.833333333,3.397435897,45
B1-4,A1,Ach,3.169871795,3.939102564,45
B2,B1-3,GABA,2.298076923,2.833333333,45
AVLP_pr01-1,vpoEN,GABA,2.570512821,3.641025641,45
WED-VLP-2,AVLP_pr01-2,Ach,3.647435897,4.03525641,45
B1-2,WED_pr02,Ach,3.240384615,3.445512821,44
B1-5,WED_pr02,Ach,3.496794872,3.541666667,44
B1-4,A1,Ach,3.092948718,3.939102564,44
WED-VLP-2,AVLP_pr01-2,Ach,3.336538462,3.935897436,44
WED_pr02,WED-VLP-1,GABA,3.243589744,3.336538462,44
PVLP_pr03-3,GF,GABA,4.855769231,3.179487179,44
WED-VLP-2,WED_pr02,Ach,3.333333333,3.243589744,44
WV-WV-2,WED_pr02,GABA,3.5,3.608974359,44
WED_pr02,WV-WV-1,GABA,3.403846154,2.631410256,44
WED_pr02,WV-WV-1,GABA,3.378205128,3.176282051,44
WED-VLP-2,WV-WV-1,Ach,3.336538462,3.176282051,44
B1-2,WED-VLP-1,Ach,3.586538462,3.336538462,44
WED_pr02,B1-5,GABA,3.541666667,2.939102564,44
AVLP_pr01-1,vpoEN,GABA,2.682692308,3.740384615,44
B1-4,A1,Ach,3.169871795,3.746794872,44
WV-WV-3,A1,GABA,2.53525641,3.939102564,44
B1-3,WED_pr02,Ach,2.541666667,3.397435897,44
WED-VLP-1,AVLP_pr01-1,Ach,3.448717949,2.996794872,44
B1-6,aPN3,Ach,5.067307692,4.974358974,44
WED_pr02,B1-u,GABA,3.147435897,2.185897436,44
WED-VLP-1,AVLP_pr01-1,Ach,3.262820513,2.996794872,44
WED_pr02,WV-WV-1,GABA,3.128205128,2.631410256,44
WED_pr02,B1-2,GABA,3.147435897,2.246794872,44
WED-VLP-2,WED_pr02,Ach,3.637820513,3.378205128,44
B1-4,A1,Ach,2.666666667,3.746794872,44
B1-3,WED_pr02,Ach,3.256410256,3.317307692,44
B1-2,WED-VLP-2,Ach,3.378205128,3.333333333,44
WED-VLP-2,AVLP_pr01-2,Ach,3.669871795,3.823717949,44
B1-2,WV-WV-2,Ach,3.105769231,3.355769231,43
aPN3,IPS_pr02,GLUT,5.096153846,3.403846154,43
AVLP_pr18-2,AVLP_pr18-2,Inconclusive,5.830128205,5.807692308,43
B1-u,WED_pr02,Ach,2.185897436,3.147435897,43
SAD_pr02,A2,GABA,2.211538462,2.291666667,43
WED_pr02,WED-VLP-1,GABA,3.378205128,3.448717949,43
B1-2,AVLP_pr23,Ach,2.663461538,3.144230769,43
B1-2,AVLP_pr23,Ach,2.477564103,3.144230769,43
aPN3,B1-5,GLUT,5.096153846,3.365384615,43
B1-2,WED-VLP-2,Ach,3.743589744,3.346153846,43
WV-WV-2,WED_pr02,GABA,3.724358974,3.608974359,43
vpoEN,pC2lb,Ach,3.740384615,4.871794872,43
SAD_pr02,WV-WV-3,GABA,2.621794872,2.41025641,43
WV-WV-1,WED-VLP-2,GABA,2.631410256,3.336538462,43
B1-2,AVLP_pr23,Ach,2.298076923,3.144230769,43
WED-VLP-2,AVLP_pr01-2,Ach,3.669871795,4.217948718,43
B1-2,WED_pr02,Ach,3.221153846,3.378205128,43
WED-VLP-2,WED_pr02,Ach,3.423076923,3.096153846,43
B1-3,WED_pr02,Ach,2.653846154,3.516025641,43
B2,B1-3,GABA,2.634615385,2.541666667,43
B1-4,A1,Ach,2.753205128,3.746794872,43
B1-1,WED-VLP-1,Ach,2.092948718,3.262820513,43
pC2la,pMN1,Ach,5.240384615,5.224358974,43
B1-3,WV-WV-1,Ach,2.717948718,2.631410256,42
vpoEN,pC2lb,Ach,3.641025641,4.945512821,42
B1-4,GF,Ach,2.753205128,3.467948718,42
WED_pr02,WED-VLP-1,GABA,3.378205128,3.253205128,42
WV-WV-3,A1,GABA,3.048076923,3.823717949,42
WED-VLP-2,AVLP_pr01-2,Ach,3.637820513,4.217948718,42
AVLP_pr01-1,vpoEN,GABA,2.996794872,3.746794872,42
B1-2,AVLP_pr23,Ach,2.298076923,3.240384615,42
WED-VLP-1,AVLP_pr01-2,Ach,3.272435897,4.038461538,42
pC2la,pMN1,Ach,5.038461538,5.224358974,42
SAD_pr02,WV-WV-3,GABA,2.147435897,2.53525641,42
pC2la,pC1d,Ach,6.330128205,5.689102564,42
WED-VLP-2,AVLP_pr01-2,Ach,3.637820513,3.823717949,42
B1-1,WED-VLP-1,Ach,5.0,3.253205128,42
WED-VLP-1,AVLP_pr01-2,Ach,3.272435897,3.823717949,42
WED-VLP-2,AVLP_pr01-2,Ach,3.448717949,3.823717949,42
WED-VLP-2,AVLP_pr01-2,Ach,3.413461538,4.070512821,42
WV-WV-1,WED-VLP-2,GABA,2.631410256,3.346153846,42
WV-WV-1,WED-VLP-2,GABA,2.631410256,3.333333333,42
WV-WV-1,WED-VLP-2,GABA,2.631410256,3.423076923,41
WED-VLP-2,WED_pr02,Ach,3.423076923,3.403846154,41
B1-4,WV-WV-3,Ach,2.666666667,2.78525641,41
B1-3,WV-WV-1,Ach,3.256410256,2.631410256,41
B1-3,WV-WV-1,Ach,2.483974359,2.631410256,41
WED_pr02,WV-WV-1,GABA,3.147435897,2.631410256,41
WV-WV-1,WED_pr02,GABA,2.326923077,3.397435897,41
WED-VLP-2,AVLP_pr01-2,Ach,3.333333333,4.070512821,41
WED-VLP-2,AVLP_pr01-2,Ach,3.560897436,4.03525641,41
B1-2,AVLP_pr23,Ach,2.387820513,3.240384615,41
B1-2,WED_pr02,Ach,3.240384615,3.096153846,41
B1-1,WED-VLP-1,Ach,3.830128205,3.310897436,41
B1-3,WV-WV-2,Ach,2.653846154,3.394230769,41
B1-1,WED-VLP-1,Ach,4.240384615,3.314102564,41
WV-WV-1,WED-VLP-1,GABA,3.176282051,3.262820513,41
pC2la,pMN1,Ach,5.83974359,5.224358974,41
WV-WV-3,B1-4,GABA,2.53525641,2.708333333,41
B1-3,WED_pr02,Ach,2.509615385,3.397435897,41
A2,WED-VLP-1,Ach,2.291666667,3.253205128,41
WED_pr02,WED_pr02,GABA,3.564102564,3.516025641,41
B1-2,WED-VLP-2,Ach,3.240384615,3.560897436,41
vpoEN,pMN2,Ach,3.740384615,5.391025641,41
WED-VLP-1,AVLP_pr01-2,Ach,3.448717949,4.0,41
A1,A1,inconclusive,3.746794872,3.823717949,41
A2,WED-VLP-1,Ach,2.298076923,3.134615385,41
WED-VLP-2,AVLP_pr01-2,Ach,3.333333333,3.935897436,41
B1-u,WED-VLP-2,Ach,4.092948718,3.413461538,41
B1-1,AVLP_pr23,Ach,2.141025641,3.240384615,41
aPN3,B1-5,GLUT,4.576923077,3.365384615,40
WED_pr02,B1-1,GABA,3.096153846,2.141025641,40
WED-VLP-1,vpoIN-3,Ach,3.176282051,3.916666667,40
WED_pr02,WED-VLP-1,GABA,3.243589744,3.224358974,40
WED_pr02,WV-WV-2,GABA,3.564102564,3.5,40
A2,WED-VLP-1,Ach,2.310897436,3.310897436,40
A2,WV-WV-4,Ach,2.291666667,2.987179487,40
B1-2,WV-WV-1,Ach,2.246794872,2.326923077,40
WED_pr02,WV-WV-4,GABA,3.201923077,3.467948718,40
B1-5,WED_pr01-1,Ach,3.365384615,4.083333333,40
WED-VLP-2,WV-WV-1,Ach,3.560897436,3.176282051,40
B1-4,WV-WV-2,Ach,2.666666667,2.996794872,40
WED-VLP-2,WV-WV-1,Ach,3.647435897,3.176282051,40
B1-4,WV-WV-3,Ach,2.766025641,3.048076923,40
B1-2,WED_pr02,Ach,2.423076923,3.403846154,40
B1-5,WED_pr02,Ach,2.887820513,3.362179487,40
AVLP_pr01-1,vpoEN,GABA,2.592948718,3.740384615,40
B1-3,WV-WV-2,Ach,2.483974359,2.996794872,40
AVLP_pr01-2,WED-VLP-1,GABA,3.935897436,3.310897436,40
WED-VLP-2,WED_pr02,Ach,3.346153846,3.096153846,40
SAD_pr02,WV-WV-1,GABA,2.147435897,2.326923077,40
WED_pr02,WED-VLP-2,GABA,3.201923077,3.669871795,40
B1-2,WED_pr02,Ach,2.298076923,3.147435897,40
B1-6,aPN3,Ach,4.46474359,5.051282051,40
B1-3,WED_pr02,Ach,2.833333333,3.317307692,39
A2,WV-WV-2,Ach,2.298076923,3.544871795,39
B1-3,WED_pr02,Ach,2.483974359,3.445512821,39
B1-4,WV-WV-3,Ach,2.58974359,2.326923077,39
A2,AVLP_pr01-1,Ach,2.291666667,2.996794872,39
B2,B1-7,GABA,2.727564103,2.269230769,39
A2,WED-VLP-1,Ach,2.317307692,3.246794872,39
aPN2,aPN2,Ach,4.740384615,4.666666667,39
AVLP_pr01-1,vpoEN,GABA,3.631410256,3.625,39
B1-2,WED_pr02,Ach,2.387820513,3.378205128,39
B1-2,WV-WV-1,Ach,2.448717949,3.176282051,39
A2,WED-VLP-1,Ach,2.310897436,3.137820513,39
WED_pr02,WED-VLP-1,GABA,3.147435897,3.256410256,39
B1-3,WED_pr02,Ach,2.817307692,3.541666667,39
WV-WV-2,WED_pr02,GABA,3.724358974,3.516025641,39
aPN3,B1-5,GLUT,5.051282051,3.615384615,39
WED-VLP-2,WED_pr02,Ach,3.647435897,3.378205128,39
B1-2,AVLP_pr23,Ach,3.240384615,3.240384615,39
WED_pr02,WED-VLP-1,GABA,3.096153846,3.272435897,39
B1-6,WV-WV-3,Ach,3.125,2.53525641,39
WV-WV-3,WV-WV-3,GABA,2.326923077,3.048076923,39
aPN3,IPS_pr02,GLUT,5.041666667,3.307692308,39
WV-WV-3,WV-WV-3,GABA,2.326923077,2.53525641,39
A2,WV-WV-4,Ach,2.310897436,2.987179487,39
B1-1,WED_pr02,Ach,2.179487179,3.243589744,39
WED_pr02,B1-u,GABA,3.147435897,2.230769231,39
WV-WV-1,WED-VLP-2,GABA,2.631410256,3.647435897,39
SAD_pr02,A2,GABA,2.147435897,2.291666667,39
WED_pr02,B1-2,GABA,3.147435897,2.423076923,39
AVLP_pr01-1,vpoEN,GABA,2.621794872,3.625,39
WED_pr02,WV-WV-1,GABA,3.147435897,3.176282051,39
WED-VLP-1,AVLP_pr01-1,Ach,3.224358974,3.631410256,39
WED-VLP-1,AVLP_pr01-2,Ach,3.314102564,4.0,39
B1-2,AVLP_pr23,Ach,2.448717949,3.240384615,39
WED_pr02,WED_pr02,GABA,3.362179487,3.608974359,39
WED_pr02,B1-1,GABA,3.147435897,2.179487179,39
B1-5,WED_pr01-1,Ach,3.451923077,4.038461538,38
WV-WV-1,WED-VLP-1,GABA,2.631410256,3.314102564,38
B1-6,aPN3,Ach,4.708333333,5.147435897,38
B1-2,WV-WV-1,Ach,2.477564103,3.176282051,38
WED_pr02,B1-2,GABA,3.096153846,2.298076923,38
WED-VLP-1,AVLP_pr01-1,Ach,3.314102564,2.996794872,38
B1-2,WED_pr02,Ach,2.477564103,3.317307692,38
B2,B1-3,GABA,2.634615385,2.817307692,38
WED-VLP-1,WED_pr02,Ach,3.272435897,3.243589744,38
B1-2,WED_pr02,Ach,3.903846154,3.378205128,38
B1-2,WV-WV-1,Ach,3.596153846,3.176282051,38
WV-WV-2,WED_pr02,GABA,3.355769231,3.439102564,38
B1-2,WED_pr02,Ach,2.663461538,3.317307692,38
B1-2,WED_pr02,Ach,2.448717949,3.096153846,38
WED-VLP-1,AVLP_pr01-1,Ach,3.272435897,2.996794872,38
B1-4,WV-WV-3,Ach,2.58974359,2.78525641,38
B1-2,WV-WV-2,Ach,2.387820513,3.5,38
WED_pr02,B1-2,GABA,3.445512821,2.663461538,38
B1-1,WED-VLP-1,Ach,2.060897436,3.256410256,38
WV-WV-1,WED_pr02,GABA,3.176282051,3.201923077,38
WED_pr02,WV-WV-4,GABA,3.147435897,3.467948718,38
B1-1,WED-VLP-1,Ach,2.092948718,3.246794872,38
A1,A1,inconclusive,3.730769231,3.823717949,38
aPN3,B1-5,GLUT,4.791666667,3.381410256,38
A2,WV-WV-4,Ach,2.291666667,3.467948718,38
AVLP_pr23,AVLP/PVLP_pr01-2,Ach,3.240384615,4.246794872,38
vpoIN-2,pMN2,GABA,5.355769231,5.314102564,38
vpoIN-1,pMN2,GABA,5.596153846,5.314102564,38
A2,WED-VLP-1,Ach,2.298076923,3.253205128,38
aPN2,aPN2,Ach,4.592948718,4.759615385,38
aPN3,B1-4,GLUT,4.576923077,2.743589744,38
AVLP_pr01-2,vpoEN,GABA,3.823717949,3.746794872,38
A1,GF,inconclusive,3.730769231,3.179487179,38
B1-2,WV-WV-2,Ach,2.246794872,3.355769231,37
vpoIN-2,pMN2,GABA,5.173076923,5.314102564,37
A1,GF,inconclusive,3.823717949,3.179487179,37
B1-3,WV-WV-3,Ach,2.541666667,2.846153846,37
SAD_pr01,B1-2,GABA,2.384615385,2.477564103,37
WED-VLP-1,AVLP_pr01-2,Ach,3.272435897,4.233974359,37
B1-1,WED-VLP-1,Ach,2.060897436,3.272435897,37
B2,B1-5,GABA,2.634615385,2.939102564,37
B1-1,WED-VLP-1,Ach,5.0,3.176282051,37
A2,WED-VLP-1,Ach,2.298076923,3.041666667,37
B1-2,WV-WV-2,Ach,2.477564103,3.724358974,37
B1-4,A1,Ach,3.092948718,3.746794872,37
B2,B1-3,GABA,2.150641026,2.483974359,37
WED_pr02,B1-5,GABA,3.608974359,3.051282051,37
WED_pr02,WED_pr02,GABA,3.516025641,3.362179487,37
WED_pr02,A2,GABA,3.096153846,2.298076923,37
B1-2,WED_pr02,Ach,2.448717949,3.445512821,37
A2,AVLP_pr01-1,Ach,2.298076923,2.996794872,37
WED_pr02,WED-VLP-1,GABA,3.243589744,3.310897436,37
B1-1,WED-VLP-1,Ach,4.378205128,3.314102564,37
WED-VLP-2,WED_pr02,Ach,3.560897436,3.445512821,37
B1-7,SAD_pr02,Ach,3.150641026,3.022435897,37
AVLP_pr01-1,vpoEN,GABA,3.631410256,3.740384615,37
aPN3,B1-4,GLUT,4.791666667,2.766025641,37
aPN3,B1-5,GLUT,5.041666667,3.365384615,37
WED_pr02,WV-WV-2,GABA,3.128205128,3.544871795,37
B1-1,WED-VLP-1,Ach,3.830128205,3.224358974,37
WV-WV-1,WED-VLP-1,GABA,2.326923077,3.054487179,37
B1-4,GF,Ach,3.163461538,3.467948718,37
WED_pr02,A2,GABA,3.128205128,2.298076923,37
pC2la,pMN1,Ach,5.493589744,5.224358974,36
WED-VLP-1,AVLP_pr01-1,Ach,3.272435897,2.628205128,36
